fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long
20063,Gove County,Kansas,KS,1298,1321,48.1,2619,50.43909889,38.91609174,-100.4829667
20065,Graham County,Kansas,KS,1290,1255,51.9,2545,49.31237721,39.34972719,-99.88322903
20067,Grant County,Kansas,KS,3988,3628,32.6,7616,47.63655462,37.56226603,-101.308018
20069,Gray County,Kansas,KS,3025,3012,36.2,6037,49.89233063,37.73818203,-100.4378836
20071,Greeley County,Kansas,KS,581,619,36.5,1200,51.58333333,38.48056391,-101.8060441
20073,Greenwood County,Kansas,KS,3106,3050,48.7,6156,49.54515919,37.87782471,-96.23261222
20075,Hamilton County,Kansas,KS,1353,1263,32.2,2616,48.27981651,37.999123,-101.7912406
20077,Harper County,Kansas,KS,2884,2789,42.3,5673,49.16270051,37.19162258,-98.07548313
20079,Harvey County,Kansas,KS,17200,17355,39.5,34555,50.22428013,38.04321376,-97.42723286
20081,Haskell County,Kansas,KS,2006,2041,36.6,4047,50.43241908,37.56222283,-100.8711794
20083,Hodgeman County,Kansas,KS,941,901,49.1,1842,48.91422367,38.08749317,-99.89792613
20085,Jackson County,Kansas,KS,6642,6676,41.6,13318,50.12764679,39.41682464,-95.79366875
20087,Jefferson County,Kansas,KS,9581,9307,44.2,18888,49.27467175,39.23576285,-95.38343919
20089,Jewell County,Kansas,KS,1482,1434,52.6,2916,49.17695473,39.78473319,-98.21833955
20091,Johnson County,Kansas,KS,286987,298515,37.5,585502,50.98445437,38.88376637,-94.82231677
20093,Kearny County,Kansas,KS,1934,1998,34.4,3932,50.8138352,38.0002325,-101.319883
20095,Kingman County,Kansas,KS,3749,3721,45.5,7470,49.81258367,37.55889838,-98.13633587
20097,Kiowa County,Kansas,KS,1234,1292,40.3,2526,51.14806017,37.55822974,-99.28607727
20099,Labette County,Kansas,KS,10070,10297,40.6,20367,50.55727402,37.19130785,-95.2975707
20101,Lane County,Kansas,KS,850,792,41.2,1642,48.23386114,38.48133334,-100.4664251
20103,Leavenworth County,Kansas,KS,42933,37109,37.6,80042,46.36191,39.19930867,-95.03798734
20105,Lincoln County,Kansas,KS,1585,1512,46.4,3097,48.8214401,39.04530869,-98.20769053
20107,Linn County,Kansas,KS,4800,4835,43.9,9635,50.18162948,38.21226067,-94.84297032
20109,Logan County,Kansas,KS,1398,1412,40,2810,50.24911032,38.91730386,-101.1484097
20111,Lyon County,Kansas,KS,16260,17039,33.4,33299,51.1697048,38.45619845,-96.15264733
20113,McPherson County,Kansas,KS,14159,14471,41.1,28630,50.54488299,38.39165317,-97.64801952
20115,Marion County,Kansas,KS,5971,6061,44.7,12032,50.37400266,38.35886741,-97.09688687
20117,Marshall County,Kansas,KS,4924,4874,44,9798,49.74484589,39.78356676,-96.52294061
20119,Meade County,Kansas,KS,2129,2132,37.3,4261,50.035203,37.23813195,-100.366251
20121,Miami County,Kansas,KS,16384,16743,41.9,33127,50.54185408,38.56353191,-94.83809568
20123,Mitchell County,Kansas,KS,3163,3059,43.5,6222,49.16425587,39.39326642,-98.20936979
20125,Montgomery County,Kansas,KS,16410,16560,40.5,32970,50.22747953,37.19252119,-95.74287901
20127,Morris County,Kansas,KS,2753,2813,47.7,5566,50.5389867,38.68741558,-96.64990012
20129,Morton County,Kansas,KS,1449,1389,43.1,2838,48.94291755,37.19138845,-101.7992491
20131,Nemaha County,Kansas,KS,5119,4985,39.9,10104,49.33689628,39.78341152,-96.01408048
20133,Neosho County,Kansas,KS,7923,8202,40.1,16125,50.86511628,37.55849543,-95.30679411
20135,Ness County,Kansas,KS,1493,1462,48.7,2955,49.47546531,38.47942841,-99.91615277
20137,Norton County,Kansas,KS,3036,2450,43.2,5486,44.65913234,39.78438555,-99.90348541
20139,Osage County,Kansas,KS,7968,7914,43.6,15882,49.82999622,38.65232091,-95.72690732
20141,Osborne County,Kansas,KS,1807,1796,46.7,3603,49.84734943,39.35033034,-98.76794728
20143,Ottawa County,Kansas,KS,3043,2859,42.6,5902,48.44120637,39.13253162,-97.65021154
20145,Pawnee County,Kansas,KS,3769,2940,45.7,6709,43.821732,38.18132473,-99.23672224
20147,Phillips County,Kansas,KS,2648,2760,44.6,5408,51.03550296,39.78456374,-99.34700886
20149,Pottawatomie County,Kansas,KS,11746,11799,35.1,23545,50.11255044,39.37900505,-96.34237183
20151,Pratt County,Kansas,KS,4785,4797,38.5,9582,50.06261741,37.64773178,-98.73962276
20153,Rawlins County,Kansas,KS,1286,1223,49.2,2509,48.74451973,39.78518766,-101.0758505
20155,Reno County,Kansas,KS,31775,31326,40.4,63101,49.64422117,37.95295885,-98.08598674
20157,Republic County,Kansas,KS,2271,2415,51.1,4686,51.53649168,39.82776407,-97.65061755
20159,Rice County,Kansas,KS,4844,4918,39.1,9762,50.37902069,38.34717595,-98.20098737
20161,Riley County,Kansas,KS,39909,35387,25.1,75296,46.99718445,39.29656769,-96.73515679
20163,Rooks County,Kansas,KS,2469,2649,43.8,5118,51.75849941,39.35022578,-99.32501192
20165,Rush County,Kansas,KS,1521,1581,47.6,3102,50.96711799,38.5231279,-99.30915301
20167,Russell County,Kansas,KS,3452,3525,49.1,6977,50.52314748,38.91480564,-98.76238719
20169,Saline County,Kansas,KS,27375,27602,38.5,54977,50.20644997,38.78381121,-97.64995459
20171,Scott County,Kansas,KS,2460,2489,39.4,4949,50.29298848,38.4821737,-100.9068598
20173,Sedgwick County,Kansas,KS,253201,258863,35.2,512064,50.55286058,37.68476832,-97.46098502
20175,Seward County,Kansas,KS,11601,11091,29.4,22692,48.87625595,37.19332916,-100.8513444
20177,Shawnee County,Kansas,KS,86327,91957,38.9,178284,51.57894146,39.04151431,-95.7565293
20179,Sheridan County,Kansas,KS,1275,1231,44.3,2506,49.12210694,39.35034744,-100.4418395
20181,Sherman County,Kansas,KS,3003,2963,38.8,5966,49.66476701,39.35144906,-101.7199841
20183,Smith County,Kansas,KS,1809,1854,51.6,3663,50.61425061,39.78516694,-98.78546973
20185,Stafford County,Kansas,KS,2157,2057,44.4,4214,48.81347888,38.03098114,-98.71742594
20187,Stanton County,Kansas,KS,1055,1008,39.6,2063,48.86088221,37.56300498,-101.7842167
20189,Stevens County,Kansas,KS,2882,2804,34.7,5686,49.31410482,37.19233949,-101.312059
20191,Sumner County,Kansas,KS,11581,11627,41.1,23208,50.09910376,37.23731237,-97.47654277
20193,Thomas County,Kansas,KS,3816,4008,36.1,7824,51.22699387,39.35091755,-101.0555604
20195,Trego County,Kansas,KS,1450,1408,49.2,2858,49.26522043,38.91430951,-99.87283477
20197,Wabaunsee County,Kansas,KS,3497,3391,43.8,6888,49.23054588,38.95326993,-96.20499592
20199,Wallace County,Kansas,KS,790,785,43.1,1575,49.84126984,38.91668121,-101.763616
20201,Washington County,Kansas,KS,2844,2681,46.5,5525,48.52488688,39.78417867,-97.08753439
20203,Wichita County,Kansas,KS,1019,1124,45,2143,52.44983668,38.48205352,-101.3473839
20205,Wilson County,Kansas,KS,4318,4462,43.9,8780,50.82004556,37.55926513,-95.74341897
20207,Woodson County,Kansas,KS,1583,1587,48.3,3170,50.06309148,37.88669688,-95.74013436
20209,Wyandotte County,Kansas,KS,81294,83051,33.7,164345,50.53454623,39.11461544,-94.76455165
21001,Adair County,Kentucky,KY,9525,9716,41.5,19241,50.49633595,37.10417006,-85.28062
21003,Allen County,Kentucky,KY,10339,10455,40,20794,50.27892661,36.75125145,-86.19041519
21005,Anderson County,Kentucky,KY,10873,11341,41,22214,51.05338975,38.00392065,-84.99099658
21007,Ballard County,Kentucky,KY,3992,4098,43.3,8090,50.65512979,37.05848196,-88.99925589
21009,Barren County,Kentucky,KY,21165,22515,40.3,43680,51.54532967,36.96558592,-85.93366216
21011,Bath County,Kentucky,KY,6096,6172,40.4,12268,50.30974894,38.14495217,-83.74267657
21013,Bell County,Kentucky,KY,13325,13863,41.6,27188,50.98940709,36.730646,-83.67408276
21015,Boone County,Kentucky,KY,64061,65034,37.3,129095,50.37685425,38.96985577,-84.7278378
21017,Bourbon County,Kentucky,KY,9670,10474,42.1,20144,51.99563145,38.20673452,-84.21715057
21019,Boyd County,Kentucky,KY,23958,24133,41.9,48091,50.18194673,38.35957259,-82.68775351
21021,Boyle County,Kentucky,KY,14903,15010,40.3,29913,50.178852,37.62438277,-84.86684215
21023,Bracken County,Kentucky,KY,4183,4123,40.7,8306,49.63881531,38.68879489,-84.09014459
21025,Breathitt County,Kentucky,KY,6577,6539,41.6,13116,49.85513876,37.52161567,-83.32406325
21027,Breckinridge County,Kentucky,KY,10088,9992,42.9,20080,49.76095618,37.77338938,-86.4293375
21029,Bullitt County,Kentucky,KY,39627,39839,40.1,79466,50.13339038,37.97007363,-85.69586026
21031,Butler County,Kentucky,KY,6412,6333,41,12745,49.69007454,37.2072845,-86.68162334
21033,Caldwell County,Kentucky,KY,6168,6559,43.5,12727,51.53610435,37.14540715,-87.86786378
21035,Calloway County,Kentucky,KY,18818,19958,35.3,38776,51.46998143,36.62103517,-88.27224811
21037,Campbell County,Kentucky,KY,45124,47143,38.1,92267,51.09410732,38.94651469,-84.37951741
21039,Carlisle County,Kentucky,KY,2344,2497,42.9,4841,51.58025201,36.85320008,-88.97098354
21041,Carroll County,Kentucky,KY,5455,5256,38.1,10711,49.07104845,38.66783831,-85.1235738
21043,Carter County,Kentucky,KY,13437,13853,41,27290,50.76218395,38.31818559,-83.04953875
21045,Casey County,Kentucky,KY,7738,8058,42.9,15796,51.01291466,37.32232537,-84.9283212
21047,Christian County,Kentucky,KY,38411,33852,28.4,72263,46.84555028,36.89416887,-87.49045444
21049,Clark County,Kentucky,KY,17573,18299,42.2,35872,51.01193131,37.97082137,-84.14741622
21051,Clay County,Kentucky,KY,10827,9794,39.7,20621,47.49527181,37.15969564,-83.71464309
21053,Clinton County,Kentucky,KY,5084,5127,41.7,10211,50.21055724,36.72744165,-85.13617383
21055,Crittenden County,Kentucky,KY,4593,4490,43.6,9083,49.43300672,37.35272341,-88.09719713
21057,Cumberland County,Kentucky,KY,3289,3424,46.1,6713,51.00551169,36.78659786,-85.38851235
21059,Daviess County,Kentucky,KY,48742,51195,38.7,99937,51.22727318,37.73178564,-87.08726981
21061,Edmonson County,Kentucky,KY,6093,6029,43.8,12122,49.73601716,37.20879863,-86.23842222
21063,Elliott County,Kentucky,KY,4285,3232,41.9,7517,42.99587601,38.11790057,-83.09761514
21065,Estill County,Kentucky,KY,7104,7209,43.7,14313,50.36679941,37.69244423,-83.96431121
21067,Fayette County,Kentucky,KY,156453,162281,34.4,318734,50.91424197,38.04231919,-84.45871292
21069,Fleming County,Kentucky,KY,7146,7333,40.9,14479,50.64576283,38.37011818,-83.69665601
21071,Floyd County,Kentucky,KY,18070,18856,41.9,36926,51.06429074,37.55711905,-82.74570557
21073,Franklin County,Kentucky,KY,24390,25906,40.5,50296,51.5070781,38.23915254,-84.87706177
21075,Fulton County,Kentucky,KY,3102,3108,43.1,6210,50.04830918,36.55404203,-89.18736232
21077,Gallatin County,Kentucky,KY,4473,4230,38.9,8703,48.60392968,38.75687068,-84.85932837
21079,Garrard County,Kentucky,KY,8475,8853,42.7,17328,51.09072022,37.63959984,-84.53766514
21081,Grant County,Kentucky,KY,12318,12597,36,24915,50.55990367,38.64881434,-84.62458221
21083,Graves County,Kentucky,KY,18348,18946,40.3,37294,50.80173754,36.72310322,-88.65120022
21085,Grayson County,Kentucky,KY,13073,13105,40.5,26178,50.06112002,37.46081386,-86.34391608
21087,Green County,Kentucky,KY,5393,5630,44.6,11023,51.07502495,37.26403739,-85.55312116
21089,Greenup County,Kentucky,KY,17411,18354,43.4,35765,51.31832797,38.54569292,-82.92234465
21091,Hancock County,Kentucky,KY,4494,4225,39.4,8719,48.4573919,37.8414909,-86.77791284
21093,Hardin County,Kentucky,KY,53723,54372,36.3,108095,50.3001989,37.69792375,-85.96344817
21095,Harlan County,Kentucky,KY,13132,14002,41.2,27134,51.60315471,36.85694551,-83.21799386
21097,Harrison County,Kentucky,KY,9146,9522,42.1,18668,51.00707092,38.4418152,-84.33136382
21099,Hart County,Kentucky,KY,9166,9461,40.2,18627,50.79186128,37.29993003,-85.88469126
21101,Henderson County,Kentucky,KY,22328,23809,40.8,46137,51.60500249,37.79580395,-87.57303115
21103,Henry County,Kentucky,KY,7813,8001,41.3,15814,50.59441002,38.4484671,-85.11891597
21105,Hickman County,Kentucky,KY,2133,2435,46.6,4568,53.3056042,36.67812957,-88.97614455
21107,Hopkins County,Kentucky,KY,22219,23445,41.9,45664,51.34241416,37.30883958,-87.54083661
21109,Jackson County,Kentucky,KY,6655,6718,41,13373,50.23554924,37.41976588,-84.00575272
21111,Jefferson County,Kentucky,KY,370844,396310,38.1,767154,51.65977105,38.18717511,-85.65913786
21113,Jessamine County,Kentucky,KY,25479,26943,37.9,52422,51.39636031,37.87207148,-84.58095198
21115,Johnson County,Kentucky,KY,11200,11643,41.8,22843,50.96966248,37.84664101,-82.8315147
21117,Kenton County,Kentucky,KY,81430,83258,37,164688,50.55498883,38.93339565,-84.53331132
21119,Knott County,Kentucky,KY,7693,7820,42.6,15513,50.40933411,37.35404719,-82.95414137
21121,Knox County,Kentucky,KY,15330,16137,40,31467,51.28229574,36.89064843,-83.85404403
21123,Larue County,Kentucky,KY,7027,7129,40.8,14156,50.36027126,37.54579346,-85.6979283
21125,Laurel County,Kentucky,KY,29412,30768,39.6,60180,51.12662014,37.11067362,-84.11780203
21127,Lawrence County,Kentucky,KY,7898,7885,41.1,15783,49.95881645,38.06787567,-82.73475458
21129,Lee County,Kentucky,KY,3501,3250,44.1,6751,48.14101615,37.59480249,-83.71619577
21131,Leslie County,Kentucky,KY,5067,5405,41.8,10472,51.61382735,37.09406862,-83.38112755
21133,Letcher County,Kentucky,KY,11087,11589,42.2,22676,51.10689716,37.12117501,-82.8553129
21135,Lewis County,Kentucky,KY,6714,6776,42.9,13490,50.22979985,38.5315828,-83.3780685
21137,Lincoln County,Kentucky,KY,11981,12477,40.5,24458,51.01398315,37.45536765,-84.66084397
21139,Livingston County,Kentucky,KY,4626,4637,45.7,9263,50.05937601,37.20962302,-88.3537206
21141,Logan County,Kentucky,KY,13154,13695,40.8,26849,51.00748631,36.85968526,-86.87891917
21143,Lyon County,Kentucky,KY,4496,3690,48.9,8186,45.07696066,37.01910069,-88.08316022
21145,McCracken County,Kentucky,KY,31193,34091,42.1,65284,52.21953312,37.05395743,-88.71265237
21147,McCreary County,Kentucky,KY,9613,8022,40,17635,45.48908421,36.7371207,-84.48422153
21149,McLean County,Kentucky,KY,4602,4729,41.3,9331,50.68052727,37.52919291,-87.26360911
21151,Madison County,Kentucky,KY,43737,45963,34,89700,51.24080268,37.72018252,-84.27800423
21153,Magoffin County,Kentucky,KY,6348,6318,42.1,12666,49.88157271,37.70646879,-83.06491971
21155,Marion County,Kentucky,KY,9751,9481,39.7,19232,49.29804493,37.55253601,-85.2696361
21157,Marshall County,Kentucky,KY,15341,15825,44.8,31166,50.7764872,36.88344279,-88.3293727
21159,Martin County,Kentucky,KY,6583,5336,39.3,11919,44.76885645,37.80157694,-82.51323011
21161,Mason County,Kentucky,KY,8485,8668,40.7,17153,50.53343438,38.59518639,-83.82408709
21163,Meade County,Kentucky,KY,14352,13974,38.5,28326,49.33276848,37.96974097,-86.21697477
21165,Menifee County,Kentucky,KY,3421,2984,46.2,6405,46.58860265,37.94138815,-83.59886645
21167,Mercer County,Kentucky,KY,10597,10919,42.2,21516,50.74828035,37.81104053,-84.87445675
21169,Metcalfe County,Kentucky,KY,4923,5081,43.4,10004,50.78968413,36.99053102,-85.62922748
21171,Monroe County,Kentucky,KY,5370,5264,41.6,10634,49.50159865,36.71215467,-85.71648017
21173,Montgomery County,Kentucky,KY,13541,14218,39.1,27759,51.21942433,38.03351826,-83.91314317
21175,Morgan County,Kentucky,KY,7425,5860,41.3,13285,44.10989838,37.92228294,-83.25888589
21177,Muhlenberg County,Kentucky,KY,15286,15795,42.4,31081,50.81882822,37.21578975,-87.14203055
21179,Nelson County,Kentucky,KY,22492,22896,39.5,45388,50.44505156,37.805154,-85.46595802
21181,Nicholas County,Kentucky,KY,3369,3731,41.5,7100,52.54929577,38.33555368,-84.01530138
21183,Ohio County,Kentucky,KY,11960,12111,40.6,24071,50.31365544,37.47819577,-86.84887835
21185,Oldham County,Kentucky,KY,34328,31046,39,65374,47.48982776,38.39943805,-85.44833916
21187,Owen County,Kentucky,KY,5304,5437,41.2,10741,50.61912299,38.51964953,-84.82810334
21189,Owsley County,Kentucky,KY,1947,2516,42.5,4463,56.3746359,37.41919964,-83.68309732
21191,Pendleton County,Kentucky,KY,7360,7160,41.1,14520,49.31129477,38.695637,-84.36025442
21193,Perry County,Kentucky,KY,13273,13644,41.2,26917,50.68915555,37.24429917,-83.22147077
21195,Pike County,Kentucky,KY,29507,30976,42.1,60483,51.21439082,37.4690704,-82.39582319
21197,Powell County,Kentucky,KY,6048,6273,39.2,12321,50.91307524,37.83112678,-83.82373372
21199,Pulaski County,Kentucky,KY,31517,32628,41.9,64145,50.8660067,37.10386539,-84.57725002
21201,Robertson County,Kentucky,KY,1147,996,44.1,2143,46.47690154,38.5188089,-84.05203189
21203,Rockcastle County,Kentucky,KY,8170,8657,42.5,16827,51.4470791,37.36505827,-84.31600989
21205,Rowan County,Kentucky,KY,11763,12736,30.4,24499,51.98579534,38.1962554,-83.42110798
21207,Russell County,Kentucky,KY,8688,9072,43.1,17760,51.08108108,36.99109064,-85.05865143
21209,Scott County,Kentucky,KY,26516,27001,36.2,53517,50.45312704,38.29154578,-84.58392157
21211,Shelby County,Kentucky,KY,22613,24173,39.1,46786,51.66716539,38.21545335,-85.19477852
21213,Simpson County,Kentucky,KY,8926,9137,39.5,18063,50.58406688,36.74195036,-86.58224359
21215,Spencer County,Kentucky,KY,9277,8969,41.6,18246,49.15597939,38.03252017,-85.32782654
21217,Taylor County,Kentucky,KY,12525,12975,37.9,25500,50.88235294,37.3664657,-85.32792647
21219,Todd County,Kentucky,KY,6049,6301,37.6,12350,51.02024291,36.83568225,-87.17923393
21221,Trigg County,Kentucky,KY,7077,7267,45.8,14344,50.66229782,36.80635868,-87.87335278
21223,Trimble County,Kentucky,KY,4238,4399,43,8637,50.93203659,38.61299711,-85.33754103
21225,Union County,Kentucky,KY,7597,7205,37.6,14802,48.67585461,37.65846199,-87.94534462
21227,Warren County,Kentucky,KY,61873,64554,32.8,126427,51.06029566,36.99357345,-86.42380703
21229,Washington County,Kentucky,KY,5865,6154,40.7,12019,51.20226308,37.75338014,-85.17476537
21231,Wayne County,Kentucky,KY,10154,10455,42.6,20609,50.73026348,36.8012791,-84.82862313
21233,Webster County,Kentucky,KY,6457,6698,41.1,13155,50.91600152,37.51844353,-87.68316317
21235,Whitley County,Kentucky,KY,17668,18421,36.8,36089,51.04325418,36.75809682,-84.14517967
21237,Wolfe County,Kentucky,KY,3596,3627,41.6,7223,50.21459227,37.73931923,-83.49316616
21239,Woodford County,Kentucky,KY,12564,13533,42.4,26097,51.85653523,38.04238651,-84.74360194
22001,Acadia Parish,Louisiana,LA,30491,32077,36.2,62568,51.26742105,30.29053648,-92.41198415
22003,Allen Parish,Louisiana,LA,14638,11023,38.3,25661,42.95623709,30.65291854,-92.8279186
22005,Ascension Parish,Louisiana,LA,59998,61178,35.4,121176,50.48689509,30.20354432,-90.91130991
22007,Assumption Parish,Louisiana,LA,11005,11709,40.5,22714,51.54970503,29.90078262,-91.06258775
22009,Avoyelles Parish,Louisiana,LA,20607,20275,37.9,40882,49.59395333,31.07623772,-92.00138568
22011,Beauregard Parish,Louisiana,LA,18712,18057,37.6,36769,49.10930403,30.64845866,-93.34336855
22013,Bienville Parish,Louisiana,LA,6523,7145,41.6,13668,52.27538777,32.34717073,-93.05597977
22015,Bossier Parish,Louisiana,LA,62349,63782,35.1,126131,50.56806019,32.67892599,-93.60504359
22017,Caddo Parish,Louisiana,LA,117828,130533,37.4,248361,52.55776873,32.58007092,-93.8823288
22019,Calcasieu Parish,Louisiana,LA,97603,102579,36,200182,51.24286899,30.22927163,-93.35801271
22021,Caldwell Parish,Louisiana,LA,5277,4719,40.1,9996,47.20888355,32.09230989,-92.11655892
22023,Cameron Parish,Louisiana,LA,3357,3511,44.5,6868,51.12114153,29.8754432,-93.1938179
22025,Catahoula Parish,Louisiana,LA,5214,4679,38.1,9893,47.29606793,31.66617985,-91.84706124
22027,Claiborne Parish,Louisiana,LA,9205,6948,42.2,16153,43.01368167,32.82263508,-92.99575993
22029,Concordia Parish,Louisiana,LA,10210,9811,37.8,20021,49.00354628,31.44585576,-91.64006958
22031,De Soto Parish,Louisiana,LA,13172,14044,39.7,27216,51.60199882,32.05543535,-93.73724616
22033,East Baton Rouge Parish,Louisiana,LA,212778,231316,33.7,444094,52.08717073,30.53825126,-91.09560315
22035,East Carroll Parish,Louisiana,LA,4373,2852,33,7225,39.47404844,32.73255145,-91.23505403
22037,East Feliciana Parish,Louisiana,LA,10715,8784,43,19499,45.04846402,30.84510545,-91.04552429
22039,Evangeline Parish,Louisiana,LA,17142,16494,35.4,33636,49.03674634,30.72894984,-92.40590575
22041,Franklin Parish,Louisiana,LA,9981,10341,38.5,20322,50.88573959,32.13321369,-91.67377188
22043,Grant Parish,Louisiana,LA,12658,9690,38.3,22348,43.35958475,31.5996974,-92.55950489
22045,Iberia Parish,Louisiana,LA,35508,37183,36.5,72691,51.15213713,29.89652871,-91.72998354
22047,Iberville Parish,Louisiana,LA,16661,16295,38.3,32956,49.44471416,30.25848996,-91.34933844
22049,Jackson Parish,Louisiana,LA,8080,7846,40.3,15926,49.26535225,32.30205969,-92.55778384
22051,Jefferson Parish,Louisiana,LA,211175,224125,39.2,435300,51.4874799,29.7871678,-90.12738939
22053,Jefferson Davis Parish,Louisiana,LA,15590,15877,37.7,31467,50.4560333,30.26770296,-92.81412241
22055,Lafayette Parish,Louisiana,LA,117169,122922,34.9,240091,51.19808739,30.20674465,-92.06387515
22057,Lafourche Parish,Louisiana,LA,48261,49953,37.5,98214,50.86138432,29.56623879,-90.42577006
22059,LaSalle Parish,Louisiana,LA,7730,7219,38,14949,48.29085558,31.67670104,-92.16040875
22061,Lincoln Parish,Louisiana,LA,23041,24315,27.8,47356,51.3451305,32.60161626,-92.66483583
22063,Livingston Parish,Louisiana,LA,67836,70275,36.3,138111,50.88298542,30.44014952,-90.72789748
22065,Madison Parish,Louisiana,LA,5708,5764,35.1,11472,50.24407252,32.36440307,-91.24262373
22067,Morehouse Parish,Louisiana,LA,12444,13548,39.6,25992,52.12373038,32.82021594,-91.80178763
22069,Natchitoches Parish,Louisiana,LA,18622,20341,33.7,38963,52.20593897,31.72353781,-93.09622461
22071,Orleans Parish,Louisiana,LA,185377,204271,36.3,389648,52.42449596,30.0686862,-89.92883167
22073,Ouachita Parish,Louisiana,LA,74853,81222,35.4,156075,52.04036521,32.47832375,-92.15486594
22075,Plaquemines Parish,Louisiana,LA,11617,11756,36.2,23373,50.29735165,29.4405264,-89.60968112
22077,Pointe Coupee Parish,Louisiana,LA,10614,11544,42.9,22158,52.09856485,30.7093814,-91.60078731
22079,Rapides Parish,Louisiana,LA,63681,67865,37.3,131546,51.59031822,31.19862998,-92.53318687
22081,Red River Parish,Louisiana,LA,4067,4551,38.7,8618,52.80807612,32.09313295,-93.33986542
22083,Richland Parish,Louisiana,LA,9952,10522,38.5,20474,51.39200938,32.41780311,-91.76347507
22085,Sabine Parish,Louisiana,LA,11929,12159,40.9,24088,50.47741614,31.56400056,-93.55459812
22087,St. Bernard Parish,Louisiana,LA,22402,23292,33.7,45694,50.97386965,29.86925543,-89.5551532
22089,St. Charles Parish,Louisiana,LA,26121,26603,37.6,52724,50.45709734,29.90547792,-90.35819454
22091,St. Helena Parish,Louisiana,LA,5039,5372,38.9,10411,51.59927,30.82199018,-90.71034058
22093,St. James Parish,Louisiana,LA,10266,11091,39.9,21357,51.93145105,30.0263033,-90.79633115
22095,St. John the Baptist Parish,Louisiana,LA,21308,22138,36.6,43446,50.95520876,30.12646199,-90.47089984
22097,St. Landry Parish,Louisiana,LA,40151,43298,36.3,83449,51.88558281,30.59884607,-92.00586173
22099,St. Martin Parish,Louisiana,LA,26452,27300,37.1,53752,50.78880786,30.12908921,-91.60830334
22101,St. Mary Parish,Louisiana,LA,25607,26127,39.1,51734,50.50257084,29.70465723,-91.44315054
22103,St. Tammany Parish,Louisiana,LA,122347,129746,40.1,252093,51.46751397,30.41022617,-89.9583012
22105,Tangipahoa Parish,Louisiana,LA,63237,67267,35.1,130504,51.54401398,30.62662974,-90.40567708
22107,Tensas Parish,Louisiana,LA,2296,2370,43.5,4666,50.79297042,32.00171085,-91.3400997
22109,Terrebonne Parish,Louisiana,LA,55305,57282,35.8,112587,50.87798769,29.41477471,-90.86634415
22111,Union Parish,Louisiana,LA,11132,11343,41.7,22475,50.46941046,32.8318447,-92.3747932
22113,Vermilion Parish,Louisiana,LA,29121,30746,37.4,59867,51.35717507,29.84654087,-92.32380996
22115,Vernon Parish,Louisiana,LA,27126,23881,30.1,51007,46.81906405,31.10831137,-93.18421037
22117,Washington Parish,Louisiana,LA,22963,23494,39.5,46457,50.57149622,30.85332285,-90.04045257
22119,Webster Parish,Louisiana,LA,19242,20389,40.8,39631,51.44709949,32.71346949,-93.33497408
22121,West Baton Rouge Parish,Louisiana,LA,12863,12997,36.2,25860,50.25908739,30.46341284,-91.31273518
22123,West Carroll Parish,Louisiana,LA,5704,5476,39.8,11180,48.980322,32.78849999,-91.45676951
22125,West Feliciana Parish,Louisiana,LA,9802,5575,40.6,15377,36.25544645,30.87980394,-91.4200066
22127,Winn Parish,Louisiana,LA,7733,6761,40.8,14494,46.64688837,31.94425843,-92.63668641
23001,Androscoggin County,Maine,ME,52514,54930,40.7,107444,51.12430662,44.16579102,-70.20647121
23003,Aroostook County,Maine,ME,33745,34524,47.6,68269,50.57053714,46.65891616,-68.59890428
23005,Cumberland County,Maine,ME,141276,149668,42.1,290944,51.44220194,43.84641179,-70.39879001
23007,Franklin County,Maine,ME,14651,15368,46,30019,51.19424365,44.9740326,-70.44400818
23009,Hancock County,Maine,ME,26374,28167,48.5,54541,51.64371757,44.66419124,-68.35859842
23011,Kennebec County,Maine,ME,59159,62386,44.3,121545,51.32749188,44.40911177,-69.76733332
23013,Knox County,Maine,ME,19701,20122,48.4,39823,50.52858901,44.14104239,-69.16856931
23015,Lincoln County,Maine,ME,16624,17443,50.7,34067,51.20204303,44.06638253,-69.54350467
23017,Oxford County,Maine,ME,28316,29009,46.6,57325,50.60444832,44.49987254,-70.75660577
23019,Penobscot County,Maine,ME,75196,76552,42.1,151748,50.44679337,45.40063185,-68.64945872
23021,Piscataquis County,Maine,ME,8440,8447,51,16887,50.020726,45.8373423,-69.2845937
23023,Sagadahoc County,Maine,ME,17228,18049,46.9,35277,51.1636477,43.95977198,-69.85456646
23025,Somerset County,Maine,ME,25085,25625,46.3,50710,50.53243936,45.51390922,-69.95890401
23027,Waldo County,Maine,ME,19347,20071,46.2,39418,50.91836217,44.50275192,-69.1454058
23029,Washington County,Maine,ME,15614,16080,48,31694,50.73515492,45.03063661,-67.62879048
23031,York County,Maine,ME,99029,104073,44.9,203102,51.2417406,43.47821628,-70.71437648
24001,Allegany County,Maryland,MD,37646,34331,41.7,71977,47.69718104,39.6214504,-78.69761749
24003,Anne Arundel County,Maryland,MD,281176,286520,38.4,567696,50.47067445,39.0064628,-76.60506838
24005,Baltimore County,Maryland,MD,392421,435204,39.3,827625,52.58468509,39.46271143,-76.63929188
24009,Calvert County,Maryland,MD,45307,45775,40.8,91082,50.25691135,38.54336128,-76.56867913
24011,Caroline County,Maryland,MD,16021,16854,40.2,32875,51.26692015,38.87171302,-75.83155514
