New_ID,unlock_date,unlock_cnt
1716,2017-10-10,1
1716,2018-01-25,1
1716,2018-02-08,1
1716,2018-04-02,1
1716,2018-05-01,1
1716,2018-06-25,1
1716,2018-08-03,1
1716,2018-09-07,1
1716,2018-10-04,1
1716,2018-11-12,1
1716,2018-12-03,1
1716,2019-01-07,1
1716,2019-01-09,1
1716,2019-01-14,1
1716,2019-01-29,1
1716,2019-02-22,1
1716,2019-02-23,1
1716,2019-03-06,1
1716,2019-03-08,1
1716,2019-04-01,1
1716,2019-04-24,1
1716,2019-05-07,1
1716,2019-05-15,1
1716,2019-06-04,1
1716,2019-08-17,1
1716,2019-12-07,1
1716,2019-12-09,1
1716,2020-02-25,1
1716,2020-04-23,1
1716,2020-09-27,1
1178,2016-11-06,1
1178,2016-11-16,1
1178,2017-02-10,1
1178,2017-02-21,1
1178,2017-03-06,1
1178,2017-03-13,1
1178,2017-04-26,1
1178,2017-06-10,1
1178,2017-06-11,1
1178,2017-07-05,1
1178,2017-08-03,1
1178,2017-08-05,1
1178,2017-09-11,1
1178,2017-11-13,1
1178,2017-12-18,1
1178,2018-01-21,1
1178,2018-02-03,1
1178,2018-02-25,1
1178,2018-05-04,1
1178,2018-05-08,1
1178,2018-06-14,1
1178,2018-07-15,1
1178,2018-08-05,1
1178,2018-08-06,1
1178,2018-10-31,1
1178,2019-01-31,1
1178,2019-07-14,1
1178,2019-07-22,1
1178,2019-07-30,1
1178,2019-08-02,1
1178,2019-08-20,1
1178,2019-08-22,1
1178,2019-10-26,1
1178,2020-04-22,1
1178,2020-05-26,1
1178,2020-08-26,1
1178,2020-08-27,1
2474,2016-11-13,1
2474,2019-02-10,1
9123,2019-08-12,1
9123,2019-09-12,1
4279,2016-07-01,1
4279,2016-07-04,1
4279,2016-09-25,1
4279,2016-09-26,1
4279,2016-10-23,1
4279,2016-11-30,1
4279,2017-03-13,1
4279,2017-03-15,1
4279,2017-04-30,1
4279,2017-10-08,1
4279,2017-11-01,1
4279,2018-03-02,1
4279,2018-03-27,1
4279,2018-04-19,1
4279,2018-07-06,1
4279,2018-07-30,1
4279,2018-09-05,1
4279,2018-12-04,1
4279,2019-04-25,1
4279,2019-04-30,1
4279,2019-06-09,1
4279,2019-07-01,1
4279,2019-08-08,1
4279,2019-09-22,1
4279,2019-12-13,1
4279,2020-09-04,1
4279,2020-09-17,1
4279,2020-09-22,1
4279,2020-10-10,1
4279,2020-10-29,1
4279,2020-10-29,1
8514,2016-09-10,1
8514,2016-12-04,1
8514,2017-04-25,1
8514,2017-12-07,1
8514,2017-12-11,1
8514,2018-06-23,1
8514,2019-11-26,1
8514,2019-12-04,1
1543,2018-01-28,1
1543,2018-04-04,1
1543,2019-07-02,1
2760,2016-06-19,1
2760,2017-01-18,1
2760,2017-08-31,1
2760,2017-09-01,1
2760,2017-12-06,1
2760,2018-01-20,1
2760,2018-09-29,1
2760,2018-10-04,1
2760,2018-12-08,1
2760,2018-12-17,1
2760,2019-03-07,1
2760,2019-03-16,1
2760,2019-04-10,1
2760,2019-04-16,1
2760,2020-06-18,1
8781,2017-03-28,1
8781,2017-09-20,1
8781,2017-09-28,1
8781,2017-12-09,1
8781,2017-12-20,1
8781,2018-06-14,1
8781,2019-01-29,1
6486,2016-06-23,1
6486,2016-07-23,1
6486,2016-09-16,1
6486,2017-06-27,1
6486,2017-07-04,1
6486,2017-07-30,1
6486,2017-08-13,1
6486,2017-10-04,1
6486,2017-12-01,1
6486,2017-12-03,1
6486,2017-12-08,1
6486,2018-03-20,1
6486,2018-07-01,1
6486,2018-07-19,1
6486,2018-08-20,1
6486,2018-10-02,1
6486,2018-12-20,1
6486,2019-01-13,1
6486,2019-04-02,1
6486,2019-04-24,1
6486,2019-06-30,1
7149,2020-11-09,1
8539,2018-10-12,1
10132,2016-08-07,1
10132,2016-11-12,1
10132,2016-11-13,1
10132,2017-01-25,1
10132,2017-04-04,1
10132,2017-04-13,1
10132,2017-05-19,1
10132,2017-07-03,1
10132,2017-11-16,1
10132,2017-12-01,1
10132,2017-12-01,1
10132,2017-12-04,1
10132,2017-12-12,1
10132,2017-12-20,1
10132,2018-04-09,1
10132,2018-04-09,1
10132,2018-04-29,1
10132,2018-05-07,1
10132,2018-05-08,1
10132,2018-09-01,1
10132,2018-11-08,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-11-29,1
10132,2018-12-05,1
10132,2018-12-05,1
10132,2018-12-05,1
10132,2018-12-12,1
10132,2018-12-13,1
10132,2019-04-12,1
10132,2019-05-02,1
10132,2019-05-07,1
10132,2019-05-13,1
10132,2019-05-15,1
10132,2019-07-01,1
10132,2019-11-26,1
10132,2019-12-07,1
10132,2020-04-19,1
10132,2020-10-20,1
1500,2018-11-03,1
1448,2018-10-31,1
2144,2016-06-15,1
2144,2016-10-05,1
2144,2016-11-27,1
2144,2017-04-16,1
1024,2017-05-12,1
1024,2019-08-20,1
881,2016-09-10,1
881,2017-03-05,1
881,2017-03-18,1
881,2017-07-06,1
6809,2018-04-09,1
6809,2018-04-26,1
6809,2018-10-17,1
6809,2018-11-17,1
6809,2018-11-26,1
6809,2018-12-03,1
6809,2019-05-08,1
6809,2019-05-13,1
6809,2019-11-07,1
6809,2019-12-03,1
7118,2018-01-27,1
7118,2018-05-03,1
7118,2018-09-02,1
7118,2020-06-14,1
6940,2018-08-28,1
7399,2016-10-15,1
7399,2016-11-06,1
7399,2017-11-04,1
7399,2018-06-11,1
7399,2018-06-13,1
7399,2020-04-27,1
7105,2020-11-07,1
8089,2016-09-15,1
8089,2016-12-16,1
8089,2017-04-03,1
8089,2017-08-01,1
8089,2017-08-22,1
8089,2017-11-16,1
8089,2018-02-24,1
8089,2018-04-01,1
8089,2018-04-16,1
8089,2018-05-02,1
8089,2018-05-13,1
8089,2018-06-01,1
8089,2018-07-30,1
8089,2018-09-30,1
8089,2018-10-01,1
8089,2018-10-14,1
8089,2018-11-18,1
8089,2018-12-02,1
8089,2019-01-10,1
8089,2019-03-06,1
8089,2019-03-21,1
8089,2019-04-25,1
8089,2019-04-27,1
8089,2019-04-30,1
8089,2019-04-30,1
8089,2019-05-31,1
8089,2019-07-30,1
8089,2019-07-30,1
8089,2019-09-22,1
8089,2019-11-18,1
8089,2019-12-02,1
8089,2019-12-02,1
8089,2020-07-08,1
8089,2020-07-29,1
8089,2020-08-24,1
8089,2020-08-27,1
8089,2020-09-27,1
8089,2020-10-07,1
8089,2020-11-01,1
8089,2020-11-29,1
8089,2020-11-30,1
10839,2017-06-15,1
10839,2017-06-17,1
10839,2017-06-19,1
10839,2018-06-06,1
10839,2018-06-11,1
10839,2018-06-11,1
10839,2018-06-12,1
10839,2019-06-20,1
10839,2019-06-21,1
10839,2019-09-03,1
10839,2020-05-10,1
5970,2017-10-06,1
4682,2017-10-05,1
6898,2017-08-05,1
6898,2018-04-05,1
6898,2018-09-19,1
6898,2018-10-24,1
6898,2019-05-12,1
6898,2019-10-30,1
6898,2020-04-01,1
3602,2018-09-18,1
3582,2017-05-05,1
3582,2017-11-30,1
3582,2018-05-27,1
3582,2019-03-29,1
3582,2019-06-14,1
3582,2020-05-06,1
3582,2020-05-21,1
3582,2020-08-07,1
3582,2020-10-26,1
3582,2020-11-12,1
3582,2020-11-28,1
3582,2021-01-13,1
9720,2017-07-19,1
9720,2017-07-31,1
9720,2018-11-21,1
9720,2020-07-28,1
941,2016-08-01,1
941,2016-10-01,1
941,2016-10-02,1
941,2016-10-02,1
941,2016-11-11,1
941,2016-11-22,1
941,2016-11-27,1
941,2017-02-01,1
941,2017-02-12,1
941,2017-03-29,1
941,2017-04-01,1
941,2017-04-02,1
941,2017-05-23,1
941,2017-05-24,1
941,2017-05-28,1
941,2017-08-01,1
941,2017-09-20,1
941,2017-10-01,1
941,2017-10-01,1
941,2017-11-22,1
941,2017-12-17,1
941,2018-02-02,1
941,2018-07-24,1
941,2020-04-14,1
4817,2018-02-18,1
3515,2018-06-22,1
3359,2017-10-29,1
5904,2017-12-04,1
5904,2020-11-17,1
5904,2020-11-22,1
6397,2016-06-25,1
2025,2018-01-26,1
2025,2018-05-24,1
2025,2019-05-20,1
2025,2019-05-22,1
2025,2019-05-24,1
2025,2019-09-08,1
2025,2020-03-23,1
2025,2020-11-09,1
3392,2017-09-01,1
3392,2019-09-15,1
9616,2017-01-06,1
9616,2017-06-07,1
9616,2017-07-01,1
6745,2019-10-06,1
6745,2020-02-02,1
5594,2016-09-20,1
5890,2016-10-30,1
5890,2017-01-30,1
5890,2017-10-27,1
5890,2018-05-12,1
5890,2019-10-28,1
8344,2019-04-16,1
8344,2020-07-03,1
4707,2018-03-23,1
4707,2020-12-08,1
4359,2017-04-17,1
3670,2016-09-19,1
3670,2017-08-31,1
3670,2017-09-24,1
3670,2018-04-03,1
3670,2018-10-30,1
3670,2018-12-09,1
3670,2018-12-17,1
3670,2019-02-02,1
3670,2019-02-04,1
3670,2019-03-04,1
3670,2019-09-09,1
3670,2019-11-03,1
3670,2020-01-19,1
3670,2020-01-24,1
3670,2020-03-19,1
3670,2020-05-09,1
3670,2020-06-07,1
3670,2020-06-12,1
3670,2020-06-17,1
3670,2020-07-16,1
3670,2020-10-09,1
1652,2017-06-01,1
1652,2018-03-09,1
1652,2018-05-30,1
1652,2018-06-01,1
1652,2018-09-25,1
1652,2018-09-25,1
1652,2019-05-29,1
1652,2019-06-01,1
1652,2020-09-27,1
2812,2016-09-12,1
2812,2016-10-22,1
2812,2017-10-08,1
2812,2018-10-08,1
6110,2016-10-22,1
6110,2017-03-26,1
6110,2019-01-25,1
10034,2017-06-01,1
10034,2017-09-25,1
10034,2018-10-21,1
10034,2019-12-02,1
1923,2018-02-27,1
10711,2020-09-08,1
7938,2020-12-08,1
7938,2021-01-12,1
5386,2016-08-26,1
5386,2017-06-07,1
5386,2018-03-13,1
5386,2018-08-03,1
1133,2021-01-14,1
1979,2016-10-29,1
1979,2017-06-06,1
1979,2017-12-21,1
1979,2018-04-08,1
1979,2018-04-20,1
1979,2018-05-22,1
1979,2018-10-12,1
1979,2018-12-04,1
1979,2019-03-05,1
1979,2019-06-15,1
1979,2019-12-01,1
1979,2020-02-17,1
1979,2020-02-28,1
1979,2020-08-13,1
4091,2019-04-17,1
4091,2019-12-03,1
8920,2018-11-05,1
8920,2020-07-12,1
8493,2017-02-01,1
8493,2017-06-05,1
8493,2017-06-14,1
8493,2017-06-14,1
8493,2017-09-17,1
8493,2017-09-17,1
8493,2017-12-11,1
8493,2017-12-16,1
8493,2017-12-17,1
8493,2017-12-17,1
8493,2018-01-24,1
8493,2018-02-28,1
8493,2018-03-12,1
8493,2018-03-13,1
8493,2018-03-14,1
8493,2018-03-18,1
8493,2019-06-23,1
5069,2018-07-13,1
5069,2019-03-20,1
5069,2019-05-16,1
5069,2019-10-23,1
5069,2020-02-17,1
6852,2016-09-23,1
6852,2018-09-21,1
7493,2016-09-26,1
7493,2017-01-24,1
7493,2019-09-06,1
7493,2019-09-12,1
7493,2019-09-27,1
5909,2019-04-18,1
10308,2016-09-06,1
10308,2016-09-09,1
10308,2016-12-01,1
10308,2017-09-26,1
10308,2019-05-12,1
10308,2019-12-04,1
10308,2020-05-18,1
10308,2020-12-16,1
8475,2017-09-04,1
2943,2016-10-15,1
2943,2016-10-20,1
2943,2018-02-24,1
7869,2018-02-28,1
7869,2018-03-06,1
7869,2018-03-06,1
7869,2018-06-04,1
7869,2018-11-22,1
7869,2019-03-05,1
7869,2019-03-06,1
7869,2019-06-01,1
7869,2019-06-04,1
7869,2019-11-18,1
7869,2020-03-03,1
7869,2020-03-03,1
7869,2020-06-04,1
7869,2020-06-05,1
7869,2020-06-05,1
7869,2020-06-05,1
7869,2020-11-12,1
7869,2020-11-13,1
9244,2017-06-10,1
9244,2018-10-10,1
9244,2019-06-02,1
9244,2020-05-29,1
9494,2017-01-28,1
9464,2017-05-28,1
9464,2017-10-14,1
6389,2016-12-19,1
10336,2017-03-04,1
10336,2017-12-12,1
10336,2018-04-16,1
10336,2018-04-22,1
10336,2018-07-15,1
10336,2018-11-07,1
10336,2018-11-12,1
10336,2018-11-13,1
10336,2018-11-18,1
10336,2018-11-19,1
10336,2019-04-15,1
10336,2019-07-19,1
10336,2019-07-21,1
10336,2019-11-10,1
4761,2017-06-10,1
8317,2017-07-13,1
5392,2016-09-05,1
5392,2016-09-16,1
5392,2016-11-18,1
5392,2016-11-27,1
5392,2017-02-01,1
5392,2017-02-13,1
5392,2017-02-20,1
5392,2017-07-21,1
5392,2017-07-24,1
5392,2017-10-05,1
5392,2017-10-07,1
5392,2017-10-10,1
5392,2019-08-17,1
2063,2017-01-23,1
9181,2020-08-25,1
9181,2020-12-06,1
9181,2021-01-14,1
1108,2016-07-17,1
1108,2016-12-04,1
1108,2017-09-25,1
1108,2019-09-29,1
3148,2016-08-18,1
3148,2016-09-02,1
3148,2017-03-15,1
3148,2017-04-12,1
3148,2017-08-10,1
3148,2018-02-09,1
3148,2018-02-12,1
3148,2018-02-19,1
3148,2018-02-19,1
3148,2018-03-21,1
3148,2018-05-04,1
3148,2018-09-09,1
3148,2018-09-10,1
3148,2018-12-24,1
3148,2019-03-03,1
3148,2019-03-19,1
3148,2019-07-16,1
3148,2020-01-15,1
3148,2020-03-17,1
2255,2018-06-03,1
2172,2018-04-23,1
2543,2018-04-19,1
7187,2020-06-21,1
6280,2017-05-26,1
6280,2017-08-21,1
6280,2017-08-27,1
6280,2017-11-14,1
6280,2017-11-27,1
6280,2018-02-25,1
6280,2019-05-14,1
3285,2017-05-11,1
3285,2020-04-19,1
5159,2016-08-09,1
5159,2017-01-22,1
5159,2018-03-18,1
5159,2018-12-11,1
5159,2019-03-17,1
5159,2020-07-19,1
10246,2019-02-25,1
10246,2020-09-17,1
8698,2017-01-28,1
8698,2020-11-22,1
8698,2020-11-22,1
8698,2021-01-14,1
1867,2018-11-17,1
1867,2020-03-02,1
3387,2017-04-12,1
3387,2017-12-10,1
3387,2018-04-07,1
8225,2016-12-04,1
3149,2018-11-11,1
3149,2020-11-02,1
3149,2020-11-02,1
1283,2019-10-09,1
10300,2016-10-09,1
10300,2018-09-21,1
10300,2020-09-30,1
4929,2017-05-18,1
4930,2016-10-27,1
4930,2016-10-30,1
4930,2017-06-30,1
3514,2016-08-11,1
3514,2017-01-30,1
3514,2017-09-22,1
3514,2017-11-27,1
3514,2017-12-17,1
3514,2018-02-14,1
3514,2018-03-20,1
3514,2018-04-24,1
3514,2018-05-30,1
3514,2020-03-05,1
6208,2017-02-02,1
6208,2018-02-28,1
4966,2017-01-14,1
4966,2017-08-21,1
4966,2017-08-24,1
1827,2019-03-26,1
10429,2017-01-17,1
10429,2017-06-03,1
10429,2018-03-09,1
1325,2016-12-26,1
1325,2019-04-09,1
7836,2017-04-16,1
7836,2017-04-17,1
7836,2017-10-19,1
5188,2018-10-24,1
5188,2019-02-20,1
10745,2016-09-20,1
10745,2016-09-25,1
10745,2017-09-06,1
973,2019-03-11,1
973,2019-09-29,1
9354,2017-11-29,1
9354,2018-04-25,1
9354,2018-04-29,1
10234,2019-09-17,1
8302,2017-11-29,1
8302,2019-05-05,1
8302,2020-12-25,1
1400,2016-09-24,1
1400,2018-11-27,1
1400,2019-11-11,1
3819,2016-07-06,1
3819,2016-10-08,1
3819,2017-01-06,1
3819,2017-01-08,1
3819,2017-04-22,1
3819,2017-05-02,1
3819,2017-05-06,1
3819,2017-06-06,1
3819,2017-07-09,1
3819,2017-08-11,1
3819,2017-08-12,1
3819,2017-08-14,1
3819,2017-08-14,1
3819,2018-06-05,1
3819,2018-06-06,1
3819,2018-06-06,1
3819,2019-01-18,1
3819,2019-07-26,1
1173,2017-08-06,1
6084,2017-04-09,1
6084,2017-05-28,1
6084,2017-09-14,1
6084,2017-11-21,1
6084,2018-01-20,1
6084,2018-04-01,1
6084,2018-08-01,1
6084,2019-03-16,1
6084,2019-04-07,1
6084,2019-07-13,1
6084,2019-11-09,1
6084,2020-01-23,1
4148,2019-10-29,1
9660,2018-05-23,1
9660,2018-06-28,1
9309,2018-02-03,1
9309,2019-09-02,1
9309,2020-03-29,1
9735,2017-02-16,1
9735,2017-05-09,1
9735,2017-05-29,1
9735,2018-01-17,1
9735,2018-02-17,1
9735,2018-03-21,1
9735,2018-09-25,1
9735,2019-03-21,1
9735,2019-04-22,1
9735,2019-08-29,1
9735,2019-10-15,1
9608,2017-10-21,1
9608,2019-04-01,1
9608,2019-07-01,1
9608,2019-07-22,1
9608,2019-08-05,1
9608,2019-09-01,1
9608,2020-03-26,1
9608,2020-10-26,1
6132,2018-03-25,1
3489,2017-01-19,1
3270,2016-09-18,1
3270,2018-01-17,1
3270,2018-02-27,1
3270,2018-06-22,1
3270,2018-08-20,1
3270,2019-05-10,1
6180,2018-02-15,1
6180,2018-04-06,1
3821,2018-10-17,1
3821,2019-02-18,1
3821,2020-04-15,1
6331,2017-06-11,1
6122,2017-02-04,1
7253,2018-04-10,1
9740,2017-01-22,1
9740,2017-01-26,1
9740,2018-01-22,1
9740,2018-06-17,1
9740,2019-02-10,1
9740,2020-03-05,1
5733,2020-01-29,1
8853,2016-11-08,1
8853,2018-03-04,1
8853,2018-11-15,1
8853,2019-04-10,1
8853,2020-10-06,1
3833,2020-12-14,1
8240,2020-06-15,1
8082,2017-01-16,1
8082,2017-01-26,1
8082,2017-03-09,1
8082,2018-07-10,1
8082,2018-11-07,1
8082,2019-08-06,1
5433,2018-12-02,1
9713,2016-10-12,1
9713,2019-04-03,1
5813,2017-09-21,1
5813,2017-10-14,1
5813,2017-10-16,1
5813,2018-01-07,1
5813,2018-01-09,1
5813,2018-04-03,1
5813,2018-07-23,1
9805,2017-05-23,1
9805,2019-01-23,1
4267,2018-05-23,1
4267,2019-11-13,1
1910,2016-11-09,1
1910,2016-11-10,1
1910,2017-01-25,1
1910,2017-02-27,1
1910,2017-03-01,1
1910,2017-03-20,1
1910,2017-04-04,1
1910,2017-05-24,1
1910,2017-05-24,1
1910,2017-05-24,1
1910,2017-06-15,1
1910,2017-12-06,1
1910,2018-03-07,1
1910,2018-04-23,1
1910,2018-08-15,1
1910,2018-11-29,1
1910,2019-04-09,1
1910,2019-05-27,1
1910,2019-07-14,1
1910,2019-07-17,1
1910,2019-09-20,1
1910,2019-11-13,1
1910,2020-01-13,1
1910,2020-02-24,1
1910,2020-03-31,1
4885,2018-05-13,1
2994,2018-01-07,1
2994,2019-01-06,1
2994,2019-06-02,1
4908,2017-02-09,1
4908,2018-02-12,1
4908,2019-01-19,1
4908,2019-04-21,1
4908,2020-01-31,1
